,x,y,z
218,39.24960925083417,-14.551816692675745,c
219,60.17484176325075,1.6028374689824432,c
220,32.399431432709406,64.24013817735187,c
221,102.87970342147123,-17.076080168424028,c
222,108.6594524561121,27.156063085954315,c
223,73.57063717792767,1.1605867681811333,c
224,124.97924546953855,2.4078903224345822,c
225,136.9842191505939,4.094551669373573,c
226,107.81497551274828,-26.896494322257357,c
227,137.51203505815846,20.72152958554699,c
228,108.94148519688,0.3994829542271532,c
229,149.5030689725702,-16.481565148581353,c
230,151.33900247045017,19.70996587945285,c
231,134.4156327555954,22.678184472556893,c
232,127.86828116789202,10.6111645416741,c
233,187.32910994901843,-8.089503157493255,c
234,175.44161247822282,55.61742723444769,c
235,192.59290633001712,-7.016578296514126,c
236,174.55014154693217,63.747232072353256,c
237,186.12385882538743,53.62380680532857,c
238,208.72706528569813,5.5973040781897225,c
239,222.5927292459707,17.671361530955892,c
240,250.1967209891332,37.19275299499316,c
241,229.8570688772752,8.271253910938356,c
242,222.9789554947942,30.49609186923334,c
243,252.7823202115573,4.143191563557821,c
244,269.83446419700726,8.219174319757599,c
245,263.3381992175225,-5.719266311696231,c
246,284.88850661098627,66.4881043729522,c
247,266.50608348824534,77.07792740233253,c
248,247.10677011062745,11.973820014688442,c
249,310.5655308794257,14.229298689660425,c
250,251.292346040227,30.616733390520608,c
251,253.60788551376956,4.577339174019016,c
252,307.4583821617153,41.67340582694385,c
253,301.5468946472368,25.89421919637056,c
254,292.4546471401129,53.1383487719217,c
255,272.51505442876874,48.68778701011803,c
256,281.8532942515048,27.129122274818712,c
257,291.1410861188313,61.19682184672695,c
258,307.7132368994235,12.257905488825884,c
259,286.3784375861485,54.174036971880014,c
260,306.83479549483104,72.14332459190342,c
261,323.0638979490445,45.83516461666756,c
262,327.16532201049233,53.81529228540626,c
263,312.54611043023937,75.75007017705934,c
264,303.13711006975365,110.12193250973098,c
265,335.3024477394154,61.25695286176625,c
266,340.97441748676124,60.42161601320862,c
267,298.2007134148449,40.17951575693206,c
268,319.7410518119195,31.674773661094832,c
269,334.0562830437865,76.89870405683536,c
270,303.95724978688366,-5.3275229221681,c
271,326.8192992344962,85.51759146222514,c
272,296.89320703286097,78.4112388702444,c
273,284.7056201505967,76.89193750095234,c
274,365.8798025011673,86.75212318289232,c
275,325.9491431587763,110.46710034866976,c
276,296.3751956667606,75.34203870877053,c
277,351.9487156619723,68.93185955259924,c
278,317.96128685357286,120.49757749303932,c
279,341.335128419094,103.54814431174862,c
280,363.1942644401744,67.71437380954887,c
281,342.8656568039113,100.038113504766,c
282,369.82798103886415,97.97876818898874,c
283,415.0221521732046,93.27207803207568,c
284,424.2358292016162,66.87826383322005,c
285,395.2787590210158,103.61146775971116,c
286,425.3821004053853,59.15370515451491,c
287,484.2403173346921,380.6873830818759,c
288,551.9265480955568,424.4673415755661,c
289,538.8775508438919,430.1524677279608,c
290,555.9363204680766,434.1449746262683,c
291,565.9730607232418,469.9789044591916,c
292,536.5002042245785,468.1881081645576,c
293,640.3978538750413,413.8259796676072,c
294,630.9688801392742,476.227018624064,c
295,605.9274965668876,432.9121825470554,c
296,623.1040503104435,453.0580620505441,c
297,639.4634605900665,400.26610012417126,c
298,616.6823357151285,430.6335987205565,c
299,653.7249704113926,407.6271688473407,c
300,693.8764845323988,376.8892778310049,c
301,660.5406413910176,408.10990204195457,c
302,684.6106714440522,402.40225632575897,c
303,691.1858355567607,376.4773640840929,c
304,688.9299994503168,364.022948533991,c
305,653.9477041643552,394.13676415971753,c
306,630.5460267198217,344.0723316491028,c
307,683.3289323947583,370.3224420514293,c
308,702.594550737096,360.3904639716113,c
309,718.851475617307,329.8050267418281,c
310,662.9738591737174,344.08836518267145,c
311,678.7858369273386,317.8385228749524,c
312,728.8995360765922,283.61891589379906,c
313,725.6285097229467,331.5545806794414,c
314,621.4941845545239,265.3679174112084,d
315,590.5548222410878,233.2646707402451,d
316,619.2011892511289,242.07538647678356,d
317,656.4420819649185,231.3355659863554,d
318,654.184871971667,221.26507078107076,d
319,615.8843344213299,203.71705373625755,d
320,631.7167729424315,219.35571011623028,d
321,620.7748646018316,204.54363105810648,d
322,659.8355396249992,228.3811607089953,d
323,660.7007185456484,185.0262283434256,d
324,655.4599465465559,179.1502943729655,d
325,604.9655223690254,176.58772101602565,d
326,684.3987485031358,154.979522767128,d
327,655.3735405681241,137.0539506806005,d
328,678.8429599871499,124.7546938258062,d
329,629.9573669071378,135.373816480551,d
330,669.7669039285323,118.7494237770182,d
331,708.3430438534837,160.21009797874115,d
332,625.1894800396512,90.03224435607439,d
333,661.892470597668,106.10943869493224,d
334,693.8417848495484,85.83396394691363,d
335,662.2443592118306,124.46497516319783,d
336,680.1721135359063,115.6935402954188,d
337,650.8652473972915,46.03563036865961,d
338,734.8639568074851,102.9424128443406,d
339,687.8671241316275,95.38618044091125,d
340,680.207871687691,66.69143517342519,d
341,669.6698008823187,50.57545732822945,d
342,656.8830276037036,94.89843809777769,d
343,686.9979429439499,103.75945167692788,d
344,645.1428873935894,78.9703767170451,d
345,703.609028198349,57.71694453970071,d
346,674.9220994869219,74.49615552707036,d
347,664.2437084360583,102.80830346987068,d
348,668.5649728192798,38.41586969744253,d
349,673.1860268919664,-14.543469182535771,d
350,671.1392534290463,68.22298051737687,d
351,687.2429774258701,23.802289972865708,d
352,673.510335182488,-18.673145196554174,d
353,673.7739757724506,-7.35839876740738,d
354,694.7175773427709,23.982575091388355,d
355,671.924216703811,2.562099843662452,d
356,662.9878095534332,0.0423588506718601,d
357,611.2967338175755,13.145011957539168,d
358,696.9863548617235,9.14073161718784,d
359,686.6317422419635,84.58781194229113,d
360,696.3049327245104,73.48995931792842,d
361,657.8811852260089,43.1643273537652,d
